Consulta de Movimientos										
										
Cuenta: 97616100685										
Desde 01/08/2012 Hasta el 07/02/2013										
Fecha	Descripción	Ref. 	Débitos (DR)	Créditos (CR)	Saldo Contable	Ref2	Tipo Tran	Causa	Sucursal	D/C
11/23/2012	PAGO INTERES	841327467 		"10,328.54"	"38,524,161.93"	841327467	253	19	18 - CLIN. INTEGRADA SAN EUSTAQUIO	C
11/27/2012	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - HOSPITALES INTERNACIONALES S.A. - HOSPITALES INTERNACIONALES S.A.)	279976666 		"29,107,197.56"	"67,631,359.49"	279976666	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
11/27/2012	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - HOSPITALES INTERNACIONALES S.A. - HOSPITALES INTERNACIONALES S.A.)	279976967 		"6,379,437.49"	"74,010,796.98"	279976967	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
12/3/2012	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - HOSPITALES INTERNACIONALES S.A. - HOSPITALES INTERNACIONALES S.A.)	291056207 		"6,000,000.00"	"80,010,796.98"	291056207	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
12/3/2012	 LINEA SINPE (SALARIO.DR.SOLORZANO.INVERS.ELBOSQUE.NOV12 - SALARIO.DR.SOLORZANO)	299321336 	"2,399,850.00"		"77,610,946.98"	299321336	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/3/2012	 LINEA SINPE (SALARIO.DR.ALTAMIRANOZ.INVERS.ELBOSQUE.NOV12 - SALARIO.DR.ALTAMIRANO)	301137802 	"2,399,850.00"		"75,211,096.98"	301137802	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/3/2012	 LINEA SINPE (INVERS.ELBOSQUE.SALARIO.LICDA.MONTERO.NOV12 - INVERS.ELBOSQUE.SALARIO.)	308267765 	"1,262,400.00"		"73,948,696.98"	308267765	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/4/2012	"TRF A 19403002088, DAVIVIENDA LIN-TRF-COL (Ajuste Liq.Octubre 2 DR.SOLORZANO #3474621)"	92791562 	"6,681,393.00"		"67,267,303.98"	92791562	264	691	50 - CASA MATRIZ - GERENCIA AD	D
12/6/2012	 LINEA SINPE (LIQ.LABORAL.DR.ALTAMIRANO12INVERS.ELBOSQUE - LIQ.LABORAL.DR.ALTAMIRANO)	316035600 	"2,150,000.00"		"65,117,303.98"	316035600	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/6/2012	COMISION POR TRANSACCION SINPE (Lote SINPE # 1060397 - TRANSFERENCIA SINPE)	1758231202 	"2,500.00"		"65,114,803.98"	1758231202	264	1017	50 - CASA MATRIZ - GERENCIA AD	D
12/6/2012	 LINEA SINPE (LIQ.LABORAL2012.LICDA.MONTERO.12LAC - LIQ.LABORAL2012)	319632465 	"815,833.00"		"64,298,970.98"	319632465	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/6/2012	 LINEA SINPE (LIQ.LABORAL2012DR.SOLORZANO.LAC - LIQ.LABORAL2012)	326792733 	"1,105,000.00"		"63,193,970.98"	326792733	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/6/2012	COMISION POR TRANSACCION SINPE (Lote SINPE # 1060431 - TRANSFERENCIA SINPE)	1758260366 	"2,500.00"		"63,191,470.98"	1758260366	264	1017	50 - CASA MATRIZ - GERENCIA AD	D
12/7/2012	"TRF A 01423000031, DAVIVIENDA LINEA-PAGO ARP (ICE TELEFONO 88888888)"	1759987997 	"2,095.00"		"63,189,375.98"	1759987997	264	599	50 - CASA MATRIZ - GERENCIA AD	D
12/7/2012	"TRF A 01427043474, DAVIVIENDA LINEA-PAGO ARP (CCSS)"	1759993653 	"3,045,600.00"		"60,143,775.98"	1759993653	264	599	50 - CASA MATRIZ - GERENCIA AD	D
12/7/2012	 LINEA SINPE (SIPIME.SOPORT.DIC.ENE.FEB - SIPIME.SOPORT.D)	665615036 	"179,000.00"		"59,964,775.98"	665615036	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/7/2012	COMISION POR TRANSACCION SINPE (Lote SINPE # 1062961 - TRANSFERENCIA SINPE)	1759998250 	"2,500.00"		"59,962,275.98"	1759998250	264	1017	50 - CASA MATRIZ - GERENCIA AD	D
12/10/2012	"TRF A 19403002088, DAVIVIENDA LIN-TRF-COL (Liq.DR.CARBALLO Noviem #3483812)"	1760276626 	"8,658,510.66"		"51,303,765.32"	1760276626	264	691	50 - CASA MATRIZ - GERENCIA AD	D
12/10/2012	"TRF A 24405013352, DAVIVIENDA LIN-TRF-COL (Liq.DR.ARCE.No #3483822)"	1760278155 	"996,494.18"		"50,307,271.14"	1760278155	264	691	50 - CASA MATRIZ - GERENCIA AD	D
12/10/2012	"TRF A 15405000572, DAVIVIENDA LIN-TRF-COL (Serv.DR.DURAN.Novi #3483816)"	1760319136 	"145,691.20"		"50,161,579.94"	1760319136	264	691	50 - CASA MATRIZ - GERENCIA AD	D
12/10/2012	 LINEA SINPE (LIQ.DRA.BARZUNA.NOV.2012.INVERS.ELBOSQUE - LIQ.DRA.BARZUNA.NO)	297255607 	"985,767.66"		"49,175,812.28"	297255607	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/10/2012	 LINEA SINPE (SRV.PROF.DRA.DURAN.NOV2012.INVERS.ELBOSQUE - SRV.PROF.DRA.DURAN)	300872402 	"671,109.76"		"48,504,702.52"	300872402	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/10/2012	 LINEA SINPE (SERV.PROF.DR.MADRIGAL.NOV12.INVERS.ELBOSQUE - SERV.PROF.DR.MADRIGAL)	302638200 	"911,481.32"		"47,593,221.20"	302638200	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/10/2012	 LINEA SINPE (SEV.PROF.DR.MADRIGAL.NOV12INVERS.ELBOSQUE - SEV.PROF.DR.MADRIGAL)	304419239 	"1,241,769.66"		"46,351,451.54"	304419239	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/10/2012	 LINEA SINPE (SERV.PROF.DR.ACEVEDO.NOV12.INVERS.ELBOSQUE - SERV.PROF.DR.ACEVEDO)	308000203 	"703,199.48"		"45,648,252.06"	308000203	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/11/2012	VOUCHER AHO (PAGO PROVEEDOR H)	1761334881 	"3,670,000.00"		"41,978,252.06"	1761334881	26053		18 - CLIN. INTEGRADA SAN EUSTAQUIO	D
12/11/2012	VOUCHER AHO (PROVEEDOR M)	1761339682 	"4,700,000.00"		"37,278,252.06"	1761339682	26053		18 - CLIN. INTEGRADA SAN EUSTAQUIO	D
12/12/2012	TRF A 18427001082 (SWEEP X PAGO CK #150)	284067506 	"74,237.00"		"37,204,015.06"	284067506	264	138	50 - CASA MATRIZ - GERENCIA AD	D
12/12/2012	TRF A 18427001082 (SALDO SWEEP)	793053346 	"250,000.00"		"36,954,015.06"	793053346	264	138	50 - CASA MATRIZ - GERENCIA AD	D
12/14/2012	 LINEA SINPE (PAGOS RENTA 2012 BCR - PAGOS RENTA2012)	407435901 	"16,181,175.00"		"20,772,840.06"	407435901	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/14/2012	COMISION POR TRANSACCION SINPE (Lote SINPE # 1069177 - TRANSFERENCIA SINPE)	1763653677 	"2,500.00"		"20,770,340.06"	1763653677	264	1017	50 - CASA MATRIZ - GERENCIA AD	D
12/17/2012	TRF A 18427001082 (SWEEP X PAGO CK #145)	295936908 	"1,012,400.00"		"19,757,940.06"	295936908	264	138	50 - CASA MATRIZ - GERENCIA AD	D
12/17/2012	 LINEA SINPE (TRASL.FOND.PAGO.RENTA.2012 - TRASL.FOND.PAGO)	1764753085 	"13,796,776.00"		"5,961,164.06"	1764753085	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/17/2012	 LINEA SINPE (PAGO.RET.FUENTE.INVERS.ELBOSQUE.NOV - PAGO.RET.FUENTE)	1764782316 	"555,150.00"		"5,406,014.06"	1764782316	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/17/2012	 LINEA SINPE (AJUSTEPAGO RENTA BCR - AJUSTEPAGO RENT)	1764928642 	"904,565.00"		"4,501,449.06"	1764928642	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/17/2012	TRF A 18427001082 (SWEEP X PAGO CK #147)	1764958197 	"479,651.00"		"4,021,798.06"	1764958197	264	138	9 - ROHRMOSER	D
12/17/2012	TRF A 18427001082 (SALDO SWEEP)	792495626 	"250,000.00"		"3,771,798.06"	792495626	264	138	50 - CASA MATRIZ - GERENCIA AD	D
12/18/2012	TRF A 18427001082 (SWEEP X PAGO CK #146)	291459762 	"2,289,842.40"		"1,481,955.66"	291459762	264	138	50 - CASA MATRIZ - GERENCIA AD	D
12/18/2012	TRF A 18427001082 (SWEEP X PAGO CK #149)	291460833 	"463,697.00"		"1,018,258.66"	291460833	264	138	50 - CASA MATRIZ - GERENCIA AD	D
12/18/2012	TRF A 18427001082 (SALDO SWEEP)	800679808 	"250,000.00"		"768,258.66"	800679808	264	138	50 - CASA MATRIZ - GERENCIA AD	D
12/24/2012	CR LINEA SINPE (SERV.CONTAB.PRIV.NOV2012 - SERV.CONTAB.PRIV.)	1769403462 	"50,000.00"		"718,258.66"	1769403462	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/24/2012	CR LINEA SINPE (SERV.ADM.CONTAB.PUBL.NOV.12 - SERV.ADM.CONTB.)	1769407930 	"200,000.00"		"518,258.66"	1769407930	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
12/24/2012	PAGO INTERES	817944205 		"12,752.00"	"531,010.66"	817944205	253	19	18 - CLIN. INTEGRADA SAN EUSTAQUIO	C
12/26/2012	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - HOSPITALES INTERNACIONALES S.A. - HOSPITALES INTERNACIONALES S.A.)	1769957703 		"6,000,000.00"	"6,531,010.66"	1769957703	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
12/26/2012	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - Liquidacion Nov 2012 - Liquidacion Nov 2012)	1769957704 		"24,963,966.02"	"31,494,976.68"	1769957704	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
12/26/2012	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - Liquidacion Nov 2012 - Liquidacion Nov 2012)	1769957705 		"5,464,105.83"	"36,959,082.51"	1769957705	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
1/2/2013	TRF A 18427001082 (SWEEP X PAGO CK #148)	1772928098 	"147,388.00"		"36,811,694.51"	1772928098	264	138	18 - CLIN. INTEGRADA SAN EUSTAQUIO	D
1/2/2013	TRF A 18427001082 (SALDO SWEEP)	861414867 	"250,000.00"		"36,561,694.51"	861414867	264	138	50 - CASA MATRIZ - GERENCIA AD	D
1/4/2013	"TRF A 01405196430, DAVIVIENDA LIN-TRF-COL (Salario DR.SOLORZANO Di #3518029)"	30668034 	"2,399,850.00"		"34,161,844.51"	30668034	264	691	50 - CASA MATRIZ - GERENCIA AD	D
1/4/2013	 LINEA SINPE (SALARIO LICDA.MONTERO DICIEMBRE12 - SALARIO LICDA.MONTERO)	1774367744 	"1,262,400.00"		"32,899,444.51"	1774367744	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
1/4/2013	COMISION POR TRANSACCION SINPE (Lote SINPE # 1084119 - TRANSFERENCIA SINPE)	1774367747 	"2,500.00"		"32,896,944.51"	1774367747	264	1017	50 - CASA MATRIZ - GERENCIA AD	D
1/4/2013	 LINEA SINPE (SALARIO DR.ALTAMIRANO DICIEMBRE 12 - SALARIO DR.ALTAMIRANO)	1774378766 	"2,399,850.00"		"30,497,094.51"	1774378766	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	"TRF A 01405196430, DAVIVIENDA LIN-TRF-COL (Impuesto.Soc.2013 Tr #3521791)"	843191538 	"1,134,308.91"		"29,362,785.60"	843191538	264	691	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	TRF A 18427001082 (SWEEP X PAGO CK #202)	298551364 	"1,199,837.20"		"28,162,948.40"	298551364	264	138	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	"TRF A 01427043474, DAVIVIENDA LINEA-PAGO ARP (CCSS)"	1776248014 	"3,045,600.00"		"25,117,348.40"	1776248014	264	599	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	 LINEA SINPE (SER.PRES.DR.ACEVEDO.DIC12.INVERS.ELBOSQUE - SER.PRES.DR.ACEVEDO)	1776255231 	"1,036,341.52"		"24,081,006.88"	1776255231	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	COMISION POR TRANSACCION SINPE (Lote SINPE # 1086432 - TRANSFERENCIA SINPE)	1776255233 	"2,500.00"		"24,078,506.88"	1776255233	264	1017	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	"TRF A 19403002088, DAVIVIENDA LIN-TRF-COL (Liquid.DR.CARBALLO.Dic #3522023)"	1776256891 	"4,919,293.80"		"19,159,213.08"	1776256891	264	691	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	 LINEA SINPE (LIQ.DRA.DURAN.DIC.12.INVERS.ELBOSQUE - LIQ.DRA.DURAN.DI)	1776261536 	"502,263.80"		"18,656,949.28"	1776261536	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	COMISION POR TRANSACCION SINPE (Lote SINPE # 1086437 - TRANSFERENCIA SINPE)	1776261538 	"2,500.00"		"18,654,449.28"	1776261538	264	1017	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	"TRF A 15405000572, DAVIVIENDA LIN-TRF-COL (Liq.Ser.Pro.DR.DUVAL.SA #3522045)"	1776262641 	"345,809.68"		"18,308,639.60"	1776262641	264	691	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	"TRF A 24405013352, DAVIVIENDA LIN-TRF-COL (Liq.DR.ARCE.Dic #3522057)"	1776269989 	"1,293,523.84"		"17,015,115.76"	1776269989	264	691	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	 LINEA SINPE (LIQ.DRA.RAMIREZ.DIC12.INVERS.ELBOSQUE - LIQ.DRA.RAMIREZ)	1776270093 	"607,669.76"		"16,407,446.00"	1776270093	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	COMISION POR TRANSACCION SINPE (Lote SINPE # 1086450 - TRANSFERENCIA SINPE)	1776270097 	"2,500.00"		"16,404,946.00"	1776270097	264	1017	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	 LINEA SINPE (LIQ.DRA.MADRIGAL.DIC12.INVERS.ELBOSQUE - LIQ.DRA.MADRIGAL.)	1776276725 	"1,730,284.50"		"14,674,661.50"	1776276725	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	 LINEA SINPE (LIQ.DRA.BARZUNA.DIC12.INVERS.ELBOSQUE - LIQ.DRA.BARZUNA.D)	1776280254 	"851,010.20"		"13,823,651.30"	1776280254	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
1/8/2013	VOUCHER AHO (pago proveedor h)	1776884364 	"4,633,279.66"		"9,190,371.64"	1776884364	26053		18 - CLIN. INTEGRADA SAN EUSTAQUIO	D
1/8/2013	VOUCHER AHO (pago proveedor m)	1776894739 	"5,200,914.72"		"3,989,456.92"	1776894739	26053		18 - CLIN. INTEGRADA SAN EUSTAQUIO	D
1/8/2013	TRF A 18427001082 (SALDO SWEEP)	786997182 	"250,000.00"		"3,739,456.92"	786997182	264	138	50 - CASA MATRIZ - GERENCIA AD	D
1/9/2013	 LINEA SINPE (TRASL.FOND.RETNC.IMP.SAL.DIC12 - TRASL.FOND.RETN)	1777434209 	"525,150.00"		"3,214,306.92"	1777434209	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
1/24/2013	PAGO INTERES	810526209 		"2,412.05"	"3,216,718.97"	810526209	253	19	18 - CLIN. INTEGRADA SAN EUSTAQUIO	C
1/28/2013	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - HOSPITALES INTERNACIONALES S.A. - HOSPITALES INTERNACIONALES S.A.)	1788141980 		"24,953,289.53"	"28,170,008.50"	1788141980	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
1/28/2013	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - HOSPITALES INTERNACIONALES S.A. - HOSPITALES INTERNACIONALES S.A.)	1788141981 		"5,889,377.69"	"34,059,386.19"	1788141981	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
2/1/2013	"TRF A 01405196430, DAVIVIENDA LIN-TRF-COL (Salario DR.SOLORZANO En #3555453)"	100184235 	"2,399,850.00"		"31,659,536.19"	100184235	264	691	50 - CASA MATRIZ - GERENCIA AD	D
2/1/2013	CREDITO MASIVO SINPE (SERVICIOS HOSPITALAR - HOSPITALES INTERNACIONALES S.A. - HOSPITALES INTERNACIONALES S.A.)	1791551995 		"6,000,000.00"	"37,659,536.19"	1791551995	253	1004	50 - CASA MATRIZ - GERENCIA AD	C
2/1/2013	CR LINEA SINPE (SER.CONTB.CONTAB.PRIV.DIC - SER.CONTAB.PRIV.)	1791570606 	"50,000.00"		"37,609,536.19"	1791570606	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
2/1/2013	CR LINEA SINPE (SALARIO LICDA.MONTERO ENERO2012 - SALARIO LICDA.MONTERO)	1791573999 	"1,262,400.00"		"36,347,136.19"	1791573999	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
2/1/2013	CR LINEA SINPE (SALARIO DR.ALTAMIRANO ENERO 2013 - SALARIO DR.ALTAMIRANO)	1791585408 	"2,399,850.00"		"33,947,286.19"	1791585408	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
2/1/2013	CR LINEA SINPE (SERV ADM.CONTAB.PRIV.DIC12 - SERV ADM.CONTAB.PRIV.)	1791601734 	"200,000.00"		"33,747,286.19"	1791601734	264	1013	50 - CASA MATRIZ - GERENCIA AD	D
2/6/2013	"TRF A 01423000031, DAVIVIENDA LINEA-PAGO ARP (ICE TELEFONO 88888888)"	1794665820 	"3,305.00"		"33,743,981.19"	1794665820	264	599	50 - CASA MATRIZ - GERENCIA AD	D
										
